Review,Aspects,Sentiment
"The night I was there, besides extraordinary food and service, the owners; Carmelo Leotta and Pietro Cinquemani were belting out Mario Lanzi tunes on the Steinway piano.","['food', 'service', 'staff']","['positive', 'positive', 'neutral']"
Food is served simply but quickly with a smile.,"['food', 'service']","['neutral', 'positive']"
"First, the hostess gave us a nasty look when asked if we could eat at the bar, and then just swished her hand to indicate we could seat ourselves.","['staff', 'place']","['negative', 'neutral']"
"I use to always get the turkey club, until recently where I have gotten more bread than turkey.","['place', 'food']","['neutral', 'positive']"
"I must start by stating plainly that I love Jeollado, but it is loud, the service is bad, but the rolls are great and it is the best deal (CHEAP) in town.","['service', 'food']","['negative', 'positive']"
"we ordered filets, and ny steaks eventhough our waiter kept pushing up to get the porterhouse.","['food', 'staff']","['neutral', 'negative']"
What the sparse space lacks in decor it makes up for in atmosphere.,"['place', 'ambience']","['negative', 'positive']"
"The food is ok at best, but the service and the uncomfortable accomidations have such a negetive effect, that one can only wonder why they waited so long for so little.","['food', 'service']","['neutral', 'negative']"
The service was a bit inadequate-and be warned they bring your food as it is ready- so be sure to order apps then after being served order entrees.,"['service', 'food']","['negative', 'neutral']"
The waiter messed up my order and we had to hunt down the wait staff to get a second drink.,"['staff', 'food']","['negative', 'neutral']"
We were not offered bread and the host did not apologize until we asked for another update 45 minutes later.,"['food', 'staff']","['neutral', 'negative']"
"A friend asked for cheese on her pasta and the waitstaff, including the manager, REFUSED to give it to her.","['food', 'staff']","['neutral', 'negative']"
"We had at least 10 of the appetizers on the menu, which all were delicious.","['food', 'menu']","['positive', 'neutral']"
"We asked the waitress very nicely to please change the playlist to something more appropriate for dinner, she chuckled to herself and said sure but never changed it.","['staff', 'food']","['negative', 'neutral']"
"Because our daughters weren't sure what to order, and were a little intimidated at the surroundings (notwithstanding the beautiful simplicity of the decor), they ordered only appetizers while their fathers ordered dinner.","['ambience', 'food']","['positive', 'neutral']"
We get our beers and then are told from a confuzed waitress that she realized that she can't give us the happy hour drink prices if we are not sitting at the bar.,"['food', 'staff', 'place']","['neutral', 'negative', 'neutral']"
"There is no menu and the waiter never told us how much lunch was, I thought it couldn't be more than $35.","['menu', 'staff', 'food']","['neutral', 'negative', 'neutral']"
"Every course was delicious, including the multiple chef samples, brought to you from the chef throughout your entire meal.","['food', 'staff']","['positive', 'neutral']"
"this has become one of my favorite spots to hang out at the bar and drink martinis, not only because the atmosphere is energetic and lively, but also becasue the staff are so friendly.","['place', 'food', 'ambience', 'staff']","['neutral', 'neutral', 'positive', 'positive']"
"What we were treated to, instead, was snooty attitude by the waiter and the maitre d' and a dinner I couldn't eat.","['staff', 'food']","['negative', 'neutral']"
"We had to ask for water multiple times, there were no paper towels in the bathroom and even after informing a staff person they still were none an hour later.","['food', 'staff']","['neutral', 'negative']"
"The food is worth it, but I suggest you order delivery, so that you don't have to read old issues of Robb Report while you wait forever in a small and hot room.","['food', 'service', 'place']","['positive', 'neutral', 'negative']"
Another quick tell-tale sign is the furniture at the bar and the seating tables.,"['food', 'place']","['positive', 'neutral']"
Take out and delivery is next door and usually will be better if you are looking to get your food faster.,"['service', 'food']","['neutral', 'positive']"
"Ignoring the plain decor, Jo-An is one of the best options for cheap japanese food on the Upper West Side.","['ambience', 'food']","['negative', 'positive']"
"When my brother and I we had too much pizza in New York, we would like to order something else from the menu.","['food', 'menu']","['positive', 'neutral']"
"If you're looking for nonstop attention, a 20 page wine list and a waiter who puts your napkin on your lap, this is not the place to go.","['food', 'staff']","['neutral', 'positive']"
We hunted the waitress to at least pay for the drinks.,"['staff', 'food']","['negative', 'neutral']"
Food : A++ Service : A++ Value : A++ No other steakhouse in Manhattan can beat Ruth's Chris.,"['food', 'service']","['neutral', 'positive']"
"Our waiter (a real cutie) had to ask us twice for our entree selections, the coffee orders were wrong and after saying, no, thanks, the pepper man poised his mill above my friend's calamari dish and ground away.","['staff', 'food']","['negative', 'neutral']"
"A dish of chewy smoked seitan evokes Peking duck, while an entree of wide green-tea noodles is served in a tasty faux Bolognese sauce.","['food', 'service']","['positive', 'neutral']"
"I had six different items on the menu (yes, I am a trencherman) and three were simply OUTSTANDING: the steak, the sweetbreads (best I've ever had), and the monkfish liver (also the best I've ever had).","['menu', 'food']","['neutral', 'positive']"
"Chef Richard is always eager to please, and will be happy make something special 'off the menu' if you ask.","['staff', 'menu']","['positive', 'neutral']"
"After we waited nearly 25 minutes for our food (the place wasnt crowded), our waiter forgot some of our order and brought out a salad when we asked for everything to come out all at once.","['food', 'staff']","['neutral', 'negative']"
"I don't know why the place was almost empty until 8PM, but the food and service were perfect for the price.","['place', 'food', 'price']","['negative', 'positive', 'neutral']"
"On the other hand, I never felt rushed to vacate the place at the end of my meal.","['place', 'food']","['negative', 'neutral']"
There were 6 servers standing around watching me eat but they never asked if I needed anything or even offered me water.,"['staff', 'food']","['negative', 'neutral']"
"But once we spoke up (and they figured out what happened with the menus) they re-did the dish in a butter sage sauce, which was awesome.","['menu', 'food']","['neutral', 'positive']"
"I didn't take a look at the rest menu, but the oysters were fantastic.","['menu', 'food']","['neutral', 'positive']"
"Took my girlfriend here for dinner on a friday night, we were seated promptly and the service continued to be good for the remainder of the evening.","['food', 'service']","['neutral', 'positive']"
"The food quality is good, but the prices are not worth it!","['food', 'price']","['positive', 'negative']"
"The waitress didn't seem to know anything about the menu, she forgot our drinks, took away our wine list after I asked to keep it, and then said, I'm sorry, I only slept 3 hours last night.","['staff', 'menu', 'food']","['negative', 'neutral', 'neutral']"
"Our waiter actually said he would check with the chef, like they might force us to share our food.","['staff', 'food']","['negative', 'neutral']"
"Ok, so the service can be a little spotty, but despite this Cafe Con Leche has good food, and decent prices.","['service', 'food', 'price']","['negative', 'positive', 'positive']"
"They've got some of the best french toast you'll ever eat for Sunday brunch, and while their dinner menu hasn't changed much in the past few years, their food is reliable and they I always find something new in their chicken or fish specials, which are usually prepared with a red or white wine-based sauce.","['food', 'menu']","['positive', 'neutral']"
"The service is pleasent, but they did forget to bring my mother in law's appetizer.","['service', 'food']","['positive', 'neutral']"
"Good brunch menu - it was hard to make a decision between the breakfast tacos, huevos rancheros, and salads on the menu although our waiter was happy to rank menu items upon our request.","['menu', 'food']","['positive', 'neutral']"
The waiter was able to answer any questions I had about the wine or food.,"['staff', 'food']","['positive', 'neutral']"
"Trendy decor doesn't make up for the avg food, adequate service and relatively high prices.","['food', 'service', 'price']","['negative', 'positive', 'negative']"
the bread they served as we sat down had a pastry-like crunch on the outside and still warm.,"['food', 'service']","['positive', 'neutral']"
Same quality for 1/3 the price and a realistic atmosphere.,"['price', 'ambience']","['neutral', 'positive']"
"The lunch specials are reasonably priced, but I avoid this place when I can only order off the regular menu.","['food', 'price', 'menu']","['neutral', 'positive', 'neutral']"
"The staff is nice, but they have the awful job of having to sell bland food as amazing treats.","['staff', 'food']","['positive', 'negative']"
I ended up wasting $24 on the most expensive dish on the menu.,"['food', 'menu']","['negative', 'neutral']"
"The wait staff was all hanging at the bar, lounging around.","['staff', 'place']","['negative', 'neutral']"
"The menu was still small, but the quality of food that came out of the kitchen was superb, and the service was not bad at all.","['food', 'place', 'service']","['positive', 'neutral', 'positive']"
"While dining on a delicate lamb carpaccio, and grilled skate wing, the owner explained that due to low lunch-time patronage, they may be discontinuing lunch altogether.","['food', 'staff']","['neutral', 'negative']"
"The decor was pleasant, but the tables were way too much crowded for a restaurant of this presumptive caliber.","['ambience', 'place']","['positive', 'negative']"
"The only downfall was that our appetizer never showed up, we were apologized to, and it wasn't on our bill, but we also didn't get the jumbo shrimp we were all craving.","['food', 'price']","['negative', 'neutral']"
Drinks were well priced and the buyback rate was fantastic.,"['food', 'price']","['neutral', 'positive']"
"Despite him not being my designated server, he basically took over for our inexperienced waiter the rest of the dinner.","['staff', 'food']","['negative', 'neutral']"
"The service was great, the chef even gave me a complimentary dish.","['service', 'staff', 'food']","['positive', 'neutral', 'positive']"
then the manager gave us lemon juice instead of ceasar dressing for a ceasar salad which ruined the salad.,"['staff', 'food', 'ambience']","['negative', 'neutral', 'neutral']"
I excused myself from my table went downstairs to inform the hostess that I would like to suprise my dinner guest by recognizing his birthday in a very understated way.,"['staff', 'food']","['positive', 'neutral']"
"nice place, good service but the price is a little bit more expensive when compare with the area, location and small dishes.","['service', 'place', 'food']","['positive', 'neutral', 'negative']"
The hostess kept me waiting 10 minutes (attempting to read seating chart which I assume was in cyrillic) before determining whether she could seat us.,"['staff', 'service', 'place']","['negative', 'neutral', 'neutral']"
"A server came shortly after that with a cheeseburger, which is not what i ordered.","['staff', 'food']","['negative', 'neutral']"
Went to dinner on a Friday night and the place was packed and hot.,"['food', 'place']","['neutral', 'negative']"
We didn't order-the waiter just kept piling the food in front of us.,"['staff', 'food']","['negative', 'neutral']"
"Food is fine but unremarkable, atmosphere is very noisy, especially for a date, and our waiter looked like he had never seen us before when we reminded him that we had ordered a second round of drinks 20 minutes earlier.","['ambience', 'staff', 'food']","['negative', 'negative', 'neutral']"
"The cool thing about the 3 course price fix is that there is no special or limited menu, you can order ANY app, ANY entree and ANY Dessert.","['price', 'menu']","['neutral', 'negative']"
"Servers struggle to explain the menu to those who can't tell an idli from a chapathi, but the mostly Indian clientele is completely at home with the vegetarian South Indian fare.","['staff', 'menu']","['negative', 'neutral']"
"As we sat waiting for our menus, we started noticing the frowns on the faces of the people around us, watching as patrons tried to flag down waiters without luck, asking for things like water.","['service', 'menu', 'staff', 'food']","['neutral', 'neutral', 'negative', 'neutral']"
"service was reasonably quick via delivery, but the hunan beef had no spice whatsoever and the chicken chow mein really looked inedible.","['service', 'food']","['positive', 'negative']"
"The bar is available while you waiting for the table, the DJ is nice.","['place', 'staff']","['neutral', 'positive']"
"The seating for dinner is uncomfortable, too close to the bar which gets really crowded since it is so small.","['food', 'place']","['negative', 'neutral']"
"In Short Custard Beach is located in the lower-level dining concourse of Grand Central Terminal, which features seating, many dining choices and a crowd of tourists and commuters.","['food', 'place']","['positive', 'neutral']"
"As the afternoon progresses, you'll see as many waitstaff as customers scurrying after food carts with bill cards in hand, clutching stacks of steamers back to their tables.","['staff', 'food', 'place']","['negative', 'neutral', 'neutral']"
Food was much better then I had remembered (smaller menu) Great place for lunch.,"['food', 'menu']","['positive', 'negative']"
"Even if their service was not top notch at all times, at least the wait staff was very accommodating and respectful.","['service', 'staff']","['negative', 'positive']"
Our waitress bought us a round of after drinks too.,"['staff', 'food']","['positive', 'neutral']"
"This is the perfect place to come with a group from work, people from out of town, or just to have a drink at the bar and enjoy the atmosphere.","['food', 'place', 'ambience']","['neutral', 'neutral', 'positive']"
"While you're standing around for a good half hour waiting for two plain burgers, you're being bumped into by people waiting to be seated because of the narrow passageway leading to the dining area.","['service', 'food', 'place']","['negative', 'neutral', 'neutral']"
after the main course the waitress brought desert menus and never came back.,"['staff', 'menu']","['negative', 'neutral']"
"The bread was served, one razor thin slice on our bread plate, by the waiter.","['service', 'staff']","['neutral', 'negative']"
Went here with my husband on a Saturday night for dinner since the place looked like it had great atmosphere.,"['food', 'place', 'ambience']","['neutral', 'neutral', 'positive']"
I haven't tried a lot of their menu however their appitizers are tasty and fairly priced.,"['menu', 'food', 'price']","['neutral', 'positive', 'positive']"
Highly suggest you sit at the bar for added atmosphere and generally friendly people.,"['place', 'ambience']","['neutral', 'positive']"
Our waitress was a bit cold but she was still attentive and food came quickly.,"['staff', 'food']","['negative', 'positive']"
We ended up hanging out for a few hours at their bar with a staff that we felt like we've known for years.,"['place', 'staff']","['neutral', 'positive']"
"To SM's credit, our waiter was eventually replaced and the matre d' offered us free dessert, but we're not going back there ever again.","['staff', 'food']","['neutral', 'positive']"
"Our server was a delight, she helped guide us through the menu with honest insight.","['staff', 'menu']","['positive', 'neutral']"
"When I read some of the reviews in this section, I am not sure if they had diner in the same restaurant and also I would not be suprise if they decided to have their Branzino well done with butter on the side.","['place', 'food']","['neutral', 'positive']"
"There's no bar, only beer and wine, and you're likely to be annoyed by unruly Park Slope offsprings, so come late and enjoy the smart wine list.","['place', 'food']","['neutral', 'positive']"
"Not only is there very little on the menu besides steak, but you really have no choice of what cut of meat to get.","['menu', 'food']","['neutral', 'negative']"
"On top of it all, I was with family from out of town and the only reason I took them there was because a friend had mentioned the place and Coffee Shop had a little wait.","['place', 'food', 'service']","['neutral', 'neutral', 'positive']"
"What I thought was a rip off was, when we were ordering, the waiter told us there was a minimum of food we can purchase.","['staff', 'food']","['negative', 'neutral']"
"The food *was* pretty good, though, (though certainly not worth the prices) so it's worth checking out if you have an expense account to work with.","['food', 'price']","['positive', 'negative']"
"- , the desserts are sinful, the moroccan hospitality evident in the wait staff's friendliness and there is an overall ambience that makes you want to stay all night!","['food', 'staff', 'ambience']","['positive', 'positive', 'neutral']"
"Service was good, the waiter was a little flip, but we can deal with that.","['service', 'staff']","['positive', 'negative']"
The service and atmosphere may not set your mood but when you're done you will realize that it's only the food that counts!,"['ambience', 'food']","['negative', 'positive']"
"We ordered one of the specials our decent waiter mentioned, and one of the chicken dishes off the menu.","['food', 'staff', 'menu']","['neutral', 'positive', 'neutral']"
I got fed up waiting that I went to get the check and paid for it at the counter where my waitor was busy flirting with the cashier.,"['service', 'place']","['negative', 'neutral']"
"One example: They literally took bread from my baby, after we ordered a brick oven pizza, not food (the waiter's words).","['food', 'staff']","['negative', 'neutral']"
"The drinks are cute as is concept--unfortunately, the service is not and neither is the wait.","['food', 'service']","['positive', 'negative']"
The garden is beautiful and romantic place to share dinner with that special someone or just with friends.,"['place', 'food']","['positive', 'neutral']"
Seating is usually very prompt but expect a wait at peak times such as Sunday Brunch.,"['service', 'food']","['negative', 'neutral']"
We ate here once and the waiter was very aggressive about pushing the specials instead of what was on the menu.,"['staff', 'menu']","['negative', 'neutral']"
My boyfriend and I loved Imagine Bar and Grill.,"['place', 'food']","['positive', 'neutral']"
"We recently visited Madiba for lunch, and our waitress was sweet but ineffective.","['food', 'staff']","['neutral', 'positive']"
I politely asked the waitress to explain these charges noting that the menu was misleading and she got frustrated mad and then told her manager.,"['staff', 'menu']","['negative', 'neutral']"
had the $80 chefs tasting menu - was excellent -and we were stuffed - basically is a bit of all of their special dishes - one at a time - with sushi soup coming last.,"['staff', 'food']","['positive', 'neutral']"
"I ordered a dirty martini that was not dirty at all-and when I asked the waitress to make it dirtier, instead of reshaking/making it at the bar, she broght me over some olive juice in a cup!?","['food', 'staff', 'place']","['negative', 'neutral', 'neutral']"
"last time, the waiter told my roommate he'd have to charge her $5 for mushrooms as one of her omelette choices (never heard that at my other favorite brunch places.","['staff', 'place']","['negative', 'positive']"
My date and I were both taken back by the lack of the friendly attitude from the owner of the restaurant.,"['service', 'staff']","['positive', 'neutral']"
"atmosphere is not that relaxing, if you go - you MUST bring a cell phone and go down the street for a drink.","['ambience', 'food']","['negative', 'neutral']"
"My party felt like we got put in a dining room for tourist, which must have been the penalty box area for the disgruntled wait staff on duty.","['place', 'staff']","['neutral', 'negative']"
"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.","['place', 'service']","['negative', 'positive']"
I felt that the meat had little flavor(ribs and chicken) and as result I had to use A ALOT of their bbq sauce (which is good) and the ribs were not falling of the bone.,"['food', 'ambience']","['positive', 'negative']"
The server (Jasmine) checked up on us periodically and was patient as she explained certain menu items.,"['staff', 'food']","['positive', 'neutral']"
"The decor in the dinin room is a bit bland, but the service is always friendly.","['ambience', 'place', 'service']","['negative', 'neutral', 'positive']"
"I'd say the menu is generally below-average for the neighborhood, but if you want a burger, this is the place to go.","['menu', 'food']","['negative', 'positive']"
"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.","['service', 'food']","['negative', 'neutral']"
Once seated we were greeted by a very rude waiter who threw menus at us and then snatched them away as we were ordering.,"['staff', 'menu']","['negative', 'neutral']"
"The wine list is short and the wine glasses suck (not spigleau or riedel, in addition they are small for the big italian wines on the menu).","['food', 'menu']","['negative', 'neutral']"
It's a shame you can't even sample the food or sit in what is a very nice space.,"['food', 'place']","['neutral', 'positive']"
"If you don't care about the wait staff as long as they bring you your drinks and dinner, then go to Opa.","['staff', 'food']","['negative', 'neutral']"
"The food wasn't overwhelming, but was very tasty, and the space wasn't overcrowded or obnoxious - the waiters and waitresses were attentive and helpful, but not obtrusive.","['food', 'place', 'staff']","['negative', 'positive', 'positive']"
Seemed like they got something wrong with every drink order Bartenders were def.,"['food', 'staff']","['neutral', 'negative']"
A few times at the bar I felt as though the Sushi chef an older gentleman was laughing at me and my girlfriend.,"['place', 'staff']","['neutral', 'negative']"
"Also, they upped their prices, so I have their old menu, and was surprised when my bill came to over $5 more than it used to (I know, not a huge deal).","['price', 'menu']","['negative', 'neutral']"
"Though the wait staff was attentive, when the raw (really, not al dente) potatoes were brought to our server's attention, she listened but didn't respond.","['staff', 'food']","['positive', 'negative']"
"Our waiter fast to get our drinks, aptz, and orders.","['staff', 'food']","['positive', 'neutral']"
"Their service needs some work, but it is safe to say that you will enjoy the food.","['service', 'food']","['negative', 'positive']"
Don't let the decor fool you because you will miss out in some of the best food you ever eaten.,"['ambience', 'food']","['negative', 'positive']"
"worth every penny, and with the deals on the bar , you could drink and sing to CURRYoke all night,,,,","['price', 'place', 'food']","['positive', 'neutral', 'neutral']"
"I naively thought dinner was served during the show, but the waiters don't come by once the shows start, so order your wine 30 mins before the show start time.","['food', 'service', 'staff']","['neutral', 'neutral', 'negative']"
We actually enjoy eating there earlier for lunch definatly a more relaxed atmosphere.,"['food', 'ambience']","['neutral', 'positive']"
"In addition to the two rounds of drinks, the bartender and owner were a hoot.","['food', 'staff']","['neutral', 'positive']"
"When I got home, there was a message on the machine because the owner realized that our waitress forgot to charge us for our wine.","['staff', 'food']","['negative', 'neutral']"
"We were seated promptly there were a few people waiting in the bar, but had ordered quickly been at the table less than 45 mins.","['service', 'place']","['positive', 'neutral']"
The waitress could have been more specific when I asked for a wine suggestion.,"['staff', 'food']","['negative', 'neutral']"
The uptight female manager came up to our table and rudely asked us to get up because they had a party waiting to eat.,"['staff', 'service']","['negative', 'neutral']"
"However, didnt take too long to get drinks and the hostess seated us promptly.","['food', 'staff']","['neutral', 'positive']"
Interesting crowd for people watching - old school Italian music cranking - friendly Italian waitress brought us our wine garlic bread in no time.,"['ambience', 'staff', 'food']","['positive', 'positive', 'neutral']"
"Went on a Saturday with out of town tickets and the food was great but the service was awful, even surely.","['food', 'service']","['positive', 'negative']"
"They have possibly the worst service in New York I have waited until the waiter has finished his paper, begged for water and waited over an hour for my meal.","['service', 'staff', 'food']","['negative', 'negative', 'neutral']"
"By the end of the meal, we were shaking hands with/hugging our waiter as we stumbled/rolled out the door.","['food', 'staff']","['neutral', 'positive']"
The waitress at the bar was very nasty to me because she mistakenly took an order for thai ice tea from me when I asked for thai lemonade in a to-go cup.,"['staff', 'place', 'food']","['negative', 'neutral', 'neutral']"
"The manager also refused to remove the drink from the check, suggesting that if we didnt like it, we could simply remove the corn ourselves.","['staff', 'food']","['negative', 'neutral']"
"The space is cool, but the food and service were awful.","['place', 'food', 'service']","['positive', 'negative', 'negative']"
The place is full of flavor and color and the music just puts you in the mood for food and drinks.,"['place', 'ambience', 'food']","['neutral', 'positive', 'positive']"
"I loved the food and service here, the only downside was the decor was dissappointing and the prices are a bit high (about $30 for an entree.","['food', 'service', 'ambience', 'price']","['positive', 'positive', 'negative', 'negative']"
"we had dinner at becco on a friday night, and were seated in the left bar area, which while pretty crowded, had a manageable noise level.","['food', 'ambience']","['neutral', 'negative']"
"We got the tasting menu($100 for two), which was a selection of the signature dishes.","['menu', 'food']","['positive', 'neutral']"
Don't go if you want a serene environment to go with your sushi.,"['ambience', 'food']","['positive', 'neutral']"
the food is still awesome - the twist on mexican is perfect - but the service is terrible - from the apathetic hosts to the unbelievably slow servers.,"['food', 'staff']","['positive', 'negative']"
"We were here for lunch and were seated promptly in the bright, comfortable dining room.","['food', 'service']","['neutral', 'positive']"
"Caravan can be a little slow sometimes, but more than makes up for it in the quality of the food and the care of wait staff.","['food', 'service', 'staff']","['positive', 'neutral', 'positive']"
"Bland food, arroganrt waiters.","['food', 'staff']","['positive', 'negative']"
"The service is a bit slow, but harkens back to my years growing up in Napoli, Italy where things are not rushed and when you sit down for dinner the table is yours all night.","['service', 'food']","['negative', 'neutral']"
"I will definitely try dinner, but they do need to fix the kitchen shifts so that people get served in a reasonable time.","['food', 'place']","['positive', 'neutral']"
I went to Ciao on a Saturday evening and the food was not up to the price asked for.,"['food', 'price']","['negative', 'neutral']"
My group and I cancelled whatever drinks we ordered (no food order since there was NO wait staff) and left.,"['food', 'staff']","['neutral', 'negative']"
"The waiters do not tell you that and our large party wound up with over $100 extra food because all members thought dessert, coffee/tea were included - which they lead you to believe - and they weren't.","['staff', 'food']","['negative', 'neutral']"
"On the menu, unusual offerings like mango salad, Kashmiri chicken and whole fish cooked in mustard sauce refute the strip's infamous reputation for one-sauce-fits-all cooking.","['menu', 'food']","['neutral', 'positive']"
had to ask the host for the check because the waitress was sitting at another table taking their order.,"['staff', 'price']","['negative', 'neutral']"
"However for one appetizer, three entree's, one shared dessert, and two bottles of white, the bill was a cool $100!","['food', 'price']","['neutral', 'positive']"
We sat at the bar so the service wasn't too bad.,"['place', 'service']","['neutral', 'positive']"
"But in my opinion, a great experience doesn't just pertain to food, and an evening of dining is certainly given a bad taste when the service is not up to par.","['food', 'service']","['neutral', 'negative']"
A regular Japanese menu is available for those who would like to experience traditional Japanese cuisine.,"['menu', 'food']","['neutral', 'positive']"
The kitchen staff either cannot or will not accomodate special diets which is surprising given that there are so many fine dining establishments that do have special menus to cater to vegetarians.,"['staff', 'menu']","['negative', 'neutral']"
The server also forgot about our dessert.,"['staff', 'food']","['negative', 'neutral']"
"The only thing that I was unhappy about was that one time, the restaurant received a delivery of supplies and the rolled it in through the dining area into the back kitchen, with the deliverymen shouting loud things to each other in chinese.","['place', 'staff']","['neutral', 'negative']"
We sat at the bar and were constantly bumped by the waitress flying past; had fabulously fresh raw oysters with pieces of shell in every bite; lobsters rolls were tasty but the large pieces of meat were tough; the apple crumble was excellent but the ice cream was over-frozen and the stench of frying oil was nearly unbearable.,"['place', 'staff', 'food']","['neutral', 'negative', 'positive']"
"Interior is limited, but there is a second floor for dining to avoid some of the main floor chatter.","['place', 'food']","['negative', 'neutral']"
"Handsome baritone Nordic waiters patrol the room, proffering fresh-squeezed juices and $4-a-person pots of French press coffee.","['staff', 'food']","['positive', 'neutral']"
"The bartender said that they didn't have one, but did say, We have mixed drinks.","['staff', 'food']","['negative', 'neutral']"
It seemed to take the new staff forever to figure out what they were doing; I had one nightmare of a brunch where the registers didn't seem to work and it literally took over an hour to get our check.,"['staff', 'food']","['negative', 'neutral']"
The waitress was slow and forgot drinks and food we ordered.,"['staff', 'food']","['negative', 'neutral']"
"The waiter was not attentive he gave me the wrong drink twice and the bill for three people who had appertizers, a drink and an entree was $200.","['staff', 'food']","['negative', 'neutral']"
"the place has an awesome decore, with fish swiming below certain tables.","['ambience', 'food', 'place']","['positive', 'positive', 'neutral']"
"Service: Below Average, the staff joked stood around in the dinning room joking around with each other.","['service', 'staff', 'place']","['negative', 'negative', 'neutral']"
Although the dining area is a bit small you'll feel at home as the owner is very friendly and talkative.,"['place', 'staff']","['negative', 'positive']"
"In April, the service was fair but again, the food was at best only warm.","['service', 'food']","['positive', 'negative']"
"Yes the wait is dreafully long, the place feels a bit uncomfortable to talk in with your dining partner, but the food is excellent none the less.","['service', 'food']","['negative', 'positive']"
"The atmosphere couldn't be better, and the service was outstanding -- at the time there were only two people working the entire bar, and we still got taken care of like it was a five star restaurant.","['ambience', 'service', 'place']","['positive', 'positive', 'neutral']"
The food was great so that made up for the lack of service from the waitress.,"['food', 'service']","['positive', 'negative']"
The waitress apologized for the long wait and said they would give us some free drinks or desert since they forgot about our orders but we never received anything and by the time we got the bill we just wanted to pay and leave.,"['staff', 'food']","['negative', 'positive']"
"When my family and I visited, we were hearded in and out of the restaurant like cattle; not once did our waiter ask how are meal was, and the waitress mixed up our steaks.","['food', 'staff']","['neutral', 'negative']"
"The Food The menu is a paper buffet--pick your cut of meat, dress it in either a sauce or a baked-on chapeau and then pick accessories, such as Yukon gold mashed potatoes, bitter greens or wilted tomatoes with blue cheese.","['menu', 'food']","['neutral', 'negative']"
"If you want peace quiet, ambience and patient service, go elsewhere.","['ambience', 'service']","['neutral', 'positive']"
The only time the waitress paid any attention to us was when she took our order and at the end of our meal to ask if we wanted dessert (by then we had already packed up our leftovers and were waiting for change from our bill).,"['staff', 'food']","['negative', 'neutral']"
Great food -- but some of the worst service in the neighborhood.,"['food', 'service']","['positive', 'negative']"
"The atmosphere is perfect, whether sitting down for dinner or just having a drink at the bar and engaging the friendly bartenders in converasation.","['ambience', 'food', 'staff']","['positive', 'neutral', 'positive']"
"The server came to us and was sooo hot, he went over the menu and specials with us.","['staff', 'menu']","['positive', 'neutral']"
"The Service was en pointe and I felt like the servers were always aware of our wants, whether it was punctual refill of water, new napkins, etc.","['staff', 'food']","['positive', 'neutral']"
Reasonable prices for Cuban food in the city.,"['price', 'food']","['positive', 'neutral']"
This is the kind of place that is suppose to have pushy waiters and a loud atmosphere.,"['place', 'staff', 'ambience']","['neutral', 'negative', 'negative']"
"Although the food was good, the way our waiter treated us was so rude and bad-mannered that it almost ruined our night and he even asked us to give him a better tip!!!","['food', 'staff', 'price']","['positive', 'negative', 'positive']"
"the pre dinner drink at the bar was very pleasant, good start, although we waited up to about an hour before our table was ready.","['food', 'place']","['positive', 'neutral']"
I thought the service was a little slow and not attentive enough for the price but other than that I'll be back when I can afford to spend $60 on dinner!,"['price', 'food']","['negative', 'neutral']"
"The feeling of unwelcomeness was especially prevalent due to the fact that our waiter hovered over our table and immediately cleared the table of dishes and glasses, some of which were still full in order to get us out the door ASAP.","['staff', 'food']","['negative', 'neutral']"
"The menu features American bistro dishes like crab cakes, chicken under a brick, fresh oysters and various seafood dishes.","['menu', 'food']","['neutral', 'positive']"
"Another hour waiting for our food, we spoke to the manager, he told us he would give us a discount off our bill.","['service', 'food', 'staff']","['neutral', 'neutral', 'positive']"
"Went to Butter on Monday night for a friend's birthday dinner at like 11:00pm, the kitchen was supposedly closed, but we spoke to the manager and we were seated promptly.","['food', 'place', 'staff']","['neutral', 'neutral', 'positive']"
yes this place has good pizza but HORRIFIC HORRIFIC delivery service.,"['food', 'service']","['positive', 'negative']"
"A simple shrimp seviche with fresh cocktail sauce shines on the lunch menu, while dinner items tend to be more sophisticated, such as turkey filet mignon with bacon and a bold mole negro.","['food', 'menu']","['positive', 'neutral']"
Nice decor poor food poor service.,"['ambience', 'food', 'service']","['positive', 'negative', 'negative']"
"I expected high prices at Nello, but as I looked at the menu my eyes became as large as the Birkin Mary-Kate has been seen toting around these days--$18 for soup, $22 for a plate of mixed greens, $40 for pasta.","['price', 'menu', 'food']","['negative', 'neutral', 'neutral']"
"While the food was good and reasonably priced, the service was horrible.","['food', 'service']","['positive', 'negative']"
"Atmosphere, I'd give to Rosa or Maya, but Mexican fare at Zarela is tops.","['ambience', 'food']","['negative', 'positive']"
not to mention that the waiter offered putting a scoop of ice cream on my dessert.,"['staff', 'food']","['negative', 'neutral']"
"The atmosphere's a bit grungy, yes, but the music and the coffee are good.","['ambience', 'food']","['negative', 'positive']"
"If you want a quiet dinner don't show up late, cuz the atmosphere gets louder and more loungy as the nite goes on.","['food', 'ambience']","['positive', 'negative']"
"After a few minutes, seeing we were without menus, a slightly more pleasant waitress approached us and explained that the manageress had asthma and wasn't in a good mood.","['menu', 'staff']","['neutral', 'positive']"
"The servers didn't know what tables the meals were going to, it was a complete comedy show.","['staff', 'place', 'food']","['negative', 'neutral', 'neutral']"
